	10AF.fastq.trim.sam.counts	10OS.fastq.trim.sam.counts	1AS.fastq.trim.sam.counts	1OF.fastq.trim.sam.counts	2AS.fastq.trim.sam.counts	2OF.fastq.trim.sam.counts	4AS.fastq.trim.sam.counts	4OF.fastq.trim.sam.counts	6AF.fastq.trim.sam.counts	6OS.fastq.trim.sam.counts	7AF.fastq.trim.sam.counts	7OS.fastq.trim.sam.counts	8AF.fastq.trim.sam.counts	8OS.fastq.trim.sam.counts	9AF.fastq.trim.sam.counts	9OS.fastq.trim.sam.counts	
isogroup10287	13	25	28	20	9	23	8	14	2	5	10	14	18	34	20	22	
isogroup10288	38	56	28	29	51	34	26	49	28	28	38	51	28	49	51	47	
isogroup10289	20	14	9	8	3	2	2	5	1	4	0	0	0	0	6	2	
isogroup1029	16	10	7	15	6	15	22	29	5	12	19	11	13	9	16	5	
isogroup10290	31	27	28	26	17	14	38	42	6	47	40	29	11	35	24	20	
isogroup10291	1	0	2	0	4	1	4	3	0	1	0	0	2	1	1	2	
isogroup10292	4	26	10	15	11	3	9	14	3	10	4	11	7	17	5	11	
isogroup10293	31	31	16	18	21	15	27	34	13	13	13	29	13	23	27	25	
isogroup10294	28	37	44	21	27	13	36	18	15	12	9	48	17	32	16	10	
isogroup10295	1	5	2	2	4	1	1	2	1	1	4	4	3	4	6	3	
isogroup10296	33	54	77	29	46	76	48	57	36	23	24	46	29	43	45	47	
isogroup10297	1	0	3	4	1	0	1	1	0	0	1	1	1	6	0	1	
isogroup10298	73	80	79	116	63	84	82	132	77	78	100	85	106	122	102	79	
isogroup10299	4	4	0	2	1	0	5	8	3	3	1	6	1	4	3	3	
isogroup103	8	17	26	20	14	16	11	11	2	2	5	14	4	7	8	7	
isogroup1030	10	29	19	26	19	20	23	46	13	9	21	22	39	42	19	30	
isogroup10300	35	89	46	59	18	26	32	69	26	26	23	41	50	105	43	54	
isogroup10301	6	11	5	4	4	5	3	6	3	3	5	5	1	12	3	1	
isogroup10302	19	13	12	47	12	11	13	25	17	31	13	12	56	22	30	31	
isogroup10303	9	9	6	9	7	6	19	18	6	7	5	5	7	15	6	14	
isogroup10304	19	21	24	31	18	7	21	61	12	14	23	34	11	42	31	29	
isogroup10305	27	38	56	45	43	49	48	35	15	25	23	28	27	57	51	38	
isogroup10306	22	28	44	43	13	21	22	48	14	14	8	25	29	60	33	48	
isogroup10307	11	11	2	13	13	3	32	33	10	13	23	55	35	31	18	16	
isogroup10308	9	56	85	24	12	73	11	23	3	7	4	10	10	16	5	20	
isogroup10309	7	15	11	7	6	6	8	16	5	3	6	11	7	14	9	6	
isogroup1031	37	37	36	47	45	26	69	58	22	27	31	57	26	35	31	18	
isogroup10310	3	1	1	2	1	1	0	0	0	1	0	0	0	0	0	1	
isogroup10311	37	37	57	56	28	57	33	69	27	28	27	51	33	68	32	49	
isogroup10312	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup10313	5	2	0	1	0	1	9	2	4	0	0	3	2	2	9	2	
isogroup10314	3	3	3	0	3	1	2	4	0	0	1	3	0	0	1	3	
isogroup10315	0	1	8	1	2	1	7	3	1	1	0	0	0	1	1	3	
isogroup10316	33	48	42	38	36	14	68	46	55	58	62	36	30	51	67	31	
isogroup10317	78	81	66	89	60	29	86	82	35	51	29	97	33	93	49	89	
isogroup10318	4	4	7	4	5	2	11	11	3	2	5	5	6	7	5	5	
isogroup10319	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup1032	45	138	113	90	73	125	62	89	32	48	28	62	54	90	44	52	
isogroup10320	73	70	65	84	45	45	63	140	75	54	75	104	58	107	101	68	
isogroup10321	36	56	44	88	24	43	46	71	35	35	36	58	53	89	91	71	
isogroup10322	7	7	4	2	3	1	10	4	2	2	2	6	2	7	3	7	
isogroup10323	15	12	8	8	8	7	13	15	3	6	7	8	8	13	13	10	
isogroup10324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup10325	6	16	4	14	4	1	10	16	6	3	2	6	11	14	9	14	
isogroup10326	57	44	24	81	24	23	44	60	36	44	30	48	38	64	66	35	
isogroup10327	4	15	4	14	10	3	10	21	10	4	8	19	8	16	11	7	
isogroup10328	14	15	18	14	23	10	23	26	6	10	24	19	4	20	12	20	
isogroup10329	9	23	18	16	17	10	17	25	9	13	14	18	12	26	8	18	
isogroup1033	91	121	110	155	102	95	92	129	96	125	79	120	83	148	123	97	
isogroup10330	6	12	4	9	7	5	10	14	1	7	3	3	7	17	11	9	
isogroup10331	0	0	0	2	1	0	1	2	0	0	0	0	0	0	3	1	
isogroup10332	2	6	5	3	1	4	2	3	1	0	2	2	1	6	2	5	
isogroup10333	6	2	2	9	6	5	8	12	4	5	4	5	5	7	5	8	
isogroup10334	1	0	0	0	0	0	1	2	0	1	1	2	1	0	0	3	
isogroup10335	32	55	74	62	40	33	52	58	14	22	26	51	26	72	45	48	
isogroup10336	28	41	31	82	25	56	26	43	57	69	67	34	41	32	54	37	
isogroup10337	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup10338	168	149	162	443	156	258	193	303	473	311	18	8	336	360	267	245	
isogroup10339	8	10	15	6	5	7	9	20	4	5	6	13	0	18	10	9	
isogroup1034	8	7	7	17	13	4	19	7	3	6	6	9	3	9	13	15	
isogroup10340	4	4	4	4	5	4	6	4	2	4	2	2	4	5	3	1	
isogroup10341	25	18	30	38	19	43	31	59	38	24	18	28	68	100	34	74	
isogroup10342	7	2	1	2	0	3	2	2	5	7	4	1	9	1	1	1	
isogroup10343	15	18	8	18	10	12	17	23	7	8	17	21	10	27	15	16	
isogroup10344	13	15	9	13	8	4	15	28	6	5	12	20	6	22	14	10	
isogroup10345	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	
isogroup10346	9	34	17	11	8	14	17	26	10	12	11	12	4	11	7	20	
isogroup10347	1	0	1	1	2	1	0	2	0	0	1	2	1	1	1	1	
isogroup10348	10	12	16	22	10	12	14	12	4	15	7	15	16	22	15	21	
isogroup10349	170	224	206	284	158	222	191	206	133	146	155	203	177	183	199	140	
isogroup1035	4	8	15	5	9	13	6	20	5	7	6	3	34	44	12	29	
isogroup10350	16	23	22	33	56	12	43	46	15	23	22	18	23	30	34	25	
isogroup10351	13	18	5	20	10	9	14	10	31	19	9	6	15	5	16	11	
isogroup10352	1	1	2	0	3	1	1	1	1	1	0	0	0	1	0	1	
isogroup10353	12	19	11	16	5	13	14	19	11	7	7	13	10	24	11	4	
isogroup10354	2	0	0	1	0	0	1	3	0	0	1	0	1	3	0	0	
isogroup10355	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	
isogroup10356	15	87	42	32	8	55	47	22	24	20	6	30	23	37	37	66	
isogroup10357	27	24	20	25	27	21	34	47	17	12	12	32	21	38	32	38	
isogroup10358	3	2	4	1	2	0	2	4	1	2	0	3	2	11	2	4	
isogroup10359	7	18	7	3	7	3	9	16	3	6	5	12	7	11	5	7	
isogroup1036	282	362	329	613	503	432	510	572	294	340	320	416	309	427	403	360	
isogroup10360	16	30	17	16	29	10	28	31	14	12	12	28	10	41	38	29	
isogroup10361	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup10362	269	253	179	502	160	218	225	333	272	249	275	231	188	226	312	164	
isogroup10363	9	21	29	15	3	22	8	35	2	2	4	10	23	37	25	33	
isogroup10364	5	6	4	3	6	2	5	6	2	7	4	5	0	5	3	1	
isogroup10365	2	5	1	1	4	0	4	4	2	5	6	2	3	5	1	3	
isogroup10366	0	1	1	2	0	0	2	7	0	2	0	1	12	6	1	4	
isogroup10367	30	23	10	20	12	5	12	26	17	12	12	39	12	32	20	3	
isogroup10368	396	390	202	426	170	313	229	288	346	313	160	232	273	193	247	199	
isogroup10369	16	17	29	18	13	4	17	24	10	10	7	7	3	10	24	14	
isogroup1037	115	93	63	111	86	34	83	136	68	87	68	104	60	132	91	82	
isogroup10370	1	3	8	7	3	5	7	14	3	1	1	3	1	13	10	11	
isogroup10371	25	19	11	6	22	10	25	26	11	9	5	16	8	23	26	27	
isogroup10372	89	119	94	96	64	40	96	135	46	65	62	117	83	157	92	144	
isogroup10373	0	0	0	1	1	0	1	0	2	0	1	0	2	0	0	0	
isogroup10374	2	2	2	4	4	3	2	6	3	5	2	3	3	2	2	4	
isogroup10375	2	1	1	0	2	0	4	15	0	11	0	2	58	171	48	78	
isogroup10376	5	15	11	8	12	16	9	5	4	8	8	8	5	9	5	10	
isogroup10377	277	276	173	167	65	49	180	279	167	240	167	233	92	280	309	365	
isogroup10378	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	
isogroup10379	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	2	
isogroup1038	52	132	129	100	39	138	53	147	24	27	52	63	78	123	75	70	
isogroup10380	27	4	5	54	22	63	63	74	114	38	10	11	49	26	138	84	
isogroup10381	2	1	0	2	8	1	3	6	1	2	3	7	4	11	13	9	
isogroup10382	6	12	2	12	6	7	3	12	6	9	17	13	11	18	8	14	
isogroup10383	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	
isogroup10384	0	2	0	0	0	0	5	1	1	0	0	1	0	2	2	1	
isogroup10385	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	
isogroup10386	0	1	3	4	4	2	2	2	0	1	0	0	4	6	1	3	
isogroup10387	2	0	2	3	1	1	0	0	0	2	0	1	1	1	1	1	
isogroup10388	2	3	2	3	3	1	7	7	1	0	2	0	0	2	1	3	
isogroup10389	0	4	1	2	2	1	2	3	2	0	1	3	2	8	2	2	
isogroup1039	301	343	246	442	253	234	301	385	223	260	244	337	235	364	354	304	
isogroup10390	0	0	0	0	0	0	1	6	0	1	0	0	4	2	8	9	
isogroup10391	0	3	3	1	3	3	1	6	0	0	2	2	12	4	2	1	
isogroup10392	8	7	10	10	9	5	2	13	3	5	3	3	5	9	9	11	
isogroup10393	9	12	6	16	10	7	13	20	8	8	10	10	8	12	22	14	
isogroup10394	29	14	14	10	6	1	29	65	3	3	8	62	6	45	13	25	
isogroup10395	2	2	1	0	2	0	4	3	0	1	0	3	1	2	1	0	
isogroup10396	1	0	1	3	0	2	0	0	2	0	1	1	0	0	1	0	
isogroup10397	3	1	0	0	0	0	0	0	1	2	0	0	2	2	0	0	
isogroup10398	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	
isogroup10399	74	97	62	43	53	25	86	81	38	68	47	107	23	102	46	56	
isogroup104	58	298	334	87	88	215	115	152	29	62	62	47	37	129	78	108	
isogroup1040	34	72	98	37	19	83	23	51	14	17	9	19	16	44	28	28	
isogroup10400	27	23	15	22	33	11	57	56	13	17	23	26	9	33	25	23	
isogroup10401	9	29	16	16	14	10	15	27	6	18	5	13	14	31	12	30	
isogroup10402	26	34	27	50	18	41	20	65	28	21	29	42	97	105	71	76	
isogroup10403	2	6	4	6	10	2	16	11	3	5	2	4	11	14	8	16	
isogroup10404	5	6	3	5	4	8	8	6	5	5	7	8	3	11	5	10	
isogroup10405	10	8	5	11	9	2	13	14	9	8	12	14	6	7	8	7	
isogroup10406	13	12	8	13	12	17	9	23	5	12	4	12	7	21	18	12	
isogroup10407	4	6	9	3	5	0	2	9	2	1	5	1	1	8	4	2	
isogroup10408	15	9	8	13	3	5	12	8	5	7	8	12	16	9	12	5	
isogroup10409	7	10	8	15	2	7	8	1	2	1	1	7	6	3	5	7	
isogroup1041	232	282	59	89	95	130	148	209	152	211	55	67	225	270	207	143	
isogroup10410	2	0	0	4	0	0	2	0	0	1	0	2	1	2	5	0	
isogroup10411	0	1	10	2	5	5	5	7	2	2	0	0	0	1	0	1	
isogroup10412	0	6	4	8	2	3	3	7	1	3	3	3	3	3	3	2	
isogroup10413	0	0	1	0	2	0	6	25	5	7	0	0	2	15	11	7	
isogroup10414	5	2	7	8	6	3	3	6	0	0	1	5	1	3	11	2	
isogroup10415	23	20	16	18	17	7	43	50	21	27	9	20	12	30	33	37	
isogroup10416	131	85	101	110	130	115	161	215	30	57	42	31	47	73	60	36	
isogroup10417	3129	2243	1495	5110	1035	2734	1535	2397	2767	2317	2839	1586	2168	1642	2835	1398	
isogroup10418	23	22	19	19	21	10	32	25	13	14	24	20	3	36	17	10	
isogroup10419	1	0	8	6	0	1	0	0	0	0	6	3	2	2	6	1	
isogroup1042	5	3	7	4	6	3	4	4	1	6	5	7	5	11	6	3	
isogroup10420	8	7	5	7	10	0	4	18	6	3	3	6	2	13	6	10	
isogroup10421	56	66	44	90	47	43	54	91	43	44	47	61	52	75	71	66	
isogroup10422	2	3	5	4	4	4	4	4	5	3	3	4	5	10	3	4	
isogroup10423	9	6	12	10	15	6	22	16	7	13	1	12	4	18	8	8	
isogroup10424	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup10425	2	3	4	4	0	3	2	3	3	2	3	2	3	4	2	2	
isogroup10426	15	18	10	7	15	8	18	13	4	10	11	6	4	5	12	11	
isogroup10427	1	2	2	7	4	4	5	5	2	0	0	3	1	3	4	2	
isogroup10428	20	13	21	20	21	7	25	38	18	15	34	22	21	26	38	15	
isogroup10429	11	10	9	18	10	8	10	30	12	7	16	15	10	19	15	4	
isogroup1043	13	14	7	16	12	5	16	20	12	14	10	10	8	13	13	10	
isogroup10430	1	1	1	3	3	0	4	3	2	0	2	1	1	5	4	8	
isogroup10431	1	2	2	3	0	1	1	1	2	1	0	0	3	2	0	0	
isogroup10433	1	0	0	0	0	1	3	1	1	1	3	1	1	1	8	3	
isogroup10434	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	
isogroup10435	4	3	2	4	6	2	1	7	0	4	2	2	0	7	4	8	
isogroup10436	34	59	36	40	23	28	29	38	12	17	25	41	45	64	50	38	
isogroup10437	442	505	154	1036	181	463	152	843	390	567	932	825	415	695	527	207	
isogroup10438	7	14	17	28	17	14	20	25	7	6	7	15	2	19	16	19	
isogroup10439	5	3	4	5	3	2	5	2	1	1	6	6	3	5	2	1	
isogroup1044	23	31	22	33	25	18	31	24	24	23	27	26	31	32	22	25	
isogroup10440	10	9	7	18	6	6	8	8	4	8	5	12	5	8	3	9	
isogroup10441	146	167	97	187	82	74	127	264	149	142	148	185	230	296	286	259	
isogroup10442	2	2	2	2	4	1	3	7	3	3	2	2	2	4	3	1	
isogroup10443	1	2	2	3	1	0	1	1	2	0	1	2	1	4	2	3	
isogroup10444	2	2	1	1	0	1	3	2	2	0	0	0	1	1	1	1	
isogroup10445	21	24	16	46	17	19	27	30	30	32	21	34	26	30	29	18	
isogroup10446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup10447	17	43	19	19	25	15	23	39	23	22	21	49	23	50	42	42	
isogroup10448	1	1	2	3	2	0	5	4	1	1	1	0	1	1	2	3	
isogroup10449	241	297	214	274	192	204	238	372	200	193	201	257	188	327	326	253	
isogroup1045	3	2	4	2	5	2	5	2	1	3	5	4	2	4	2	3	
isogroup10450	3	3	3	3	0	3	3	2	2	1	3	2	0	3	2	3	
isogroup10451	21	24	23	28	21	10	19	31	17	17	23	30	29	38	23	23	
isogroup10452	0	0	0	0	1	0	0	0	0	0	0	2	0	1	4	1	
isogroup10453	6	4	11	4	5	7	9	6	2	0	6	11	1	6	12	11	
isogroup10454	4	4	8	10	8	0	2	6	2	2	1	0	0	5	7	5	
isogroup10455	47	48	31	56	38	23	28	67	27	27	33	41	24	55	63	47	
isogroup10456	6	10	5	5	0	0	4	9	3	3	6	5	3	6	7	2	
isogroup10457	1	0	0	1	1	0	2	11	0	7	1	0	18	12	8	14	
isogroup10458	12	11	18	18	18	11	21	27	4	6	7	7	2	31	12	16	
isogroup10459	1	0	0	0	1	1	1	1	0	1	0	0	0	0	2	1	
isogroup1046	78	123	160	140	121	145	103	141	55	62	72	80	70	114	89	73	
isogroup10460	41	41	39	45	28	31	42	64	25	39	26	39	36	48	42	29	
isogroup10461	27	23	46	57	63	34	36	35	16	32	48	63	20	67	44	43	
isogroup10462	1	0	1	0	3	1	1	2	0	0	1	2	0	1	1	2	
isogroup10463	9	9	16	20	7	9	10	9	7	11	7	9	5	4	14	4	
isogroup10464	73	82	53	82	39	45	58	135	62	66	62	83	110	126	124	99	
isogroup10465	4	30	19	13	3	40	3	6	3	0	3	3	3	5	2	3	
isogroup10467	37	35	25	40	12	19	24	45	42	24	27	34	16	30	30	25	
isogroup10468	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	1	
isogroup10469	9	11	10	15	6	6	3	4	12	4	2	2	3	8	7	5	
isogroup1047	25	18	16	14	18	16	26	41	12	9	30	18	11	19	22	12	
isogroup10470	1	0	0	2	2	0	0	1	0	0	1	1	1	1	1	0	
isogroup10471	2	3	4	2	0	0	1	1	1	2	1	1	0	4	1	1	
isogroup10472	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	
isogroup10473	2	1	3	2	0	2	2	6	0	0	1	1	0	6	1	4	
isogroup10474	2	0	2	3	2	1	5	1	1	0	0	2	1	1	2	1	
isogroup10475	5	5	3	4	3	9	6	16	5	8	2	10	17	23	4	18	
isogroup10476	0	2	1	1	2	1	4	2	1	0	0	2	0	1	1	2	
isogroup10477	7	12	10	7	3	8	4	14	3	6	3	5	5	15	7	12	
isogroup10478	10	12	12	10	5	5	9	13	8	4	6	16	15	8	16	9	
isogroup10479	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup1048	55	109	90	146	80	104	118	130	95	100	64	124	77	96	92	93	
isogroup10480	0	1	0	1	4	0	2	1	1	0	1	3	1	1	2	1	
isogroup10481	1	8	4	3	2	3	8	3	3	2	2	2	1	3	3	1	
isogroup10482	3	11	7	5	9	1	8	8	6	4	6	9	3	11	1	3	
isogroup10483	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
isogroup10484	17	47	29	34	16	14	21	39	7	17	16	21	34	56	31	28	
isogroup10485	1204	896	1023	1407	843	696	2239	2281	1366	1723	1227	2776	712	1397	1282	1215	
isogroup10486	2	3	1	2	4	0	4	7	1	1	1	3	3	5	0	3	
isogroup10487	5	4	1	0	2	0	2	0	7	5	4	6	1	5	2	0	
isogroup10488	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
isogroup10489	61	26	46	137	49	70	104	157	53	49	136	128	51	40	152	106	
isogroup1049	29	19	24	33	31	15	31	38	15	16	16	27	9	36	31	21	
isogroup10490	33	21	26	11	19	8	31	37	14	12	17	27	8	25	11	15	
isogroup10491	26	26	25	28	32	10	35	43	15	14	20	26	12	38	33	18	
isogroup10492	8	21	11	11	7	6	7	16	4	3	4	15	6	11	7	14	
isogroup10493	19	30	17	26	16	7	18	37	12	20	17	31	56	59	42	47	
isogroup10494	9	11	17	17	14	15	20	22	4	9	13	13	11	30	13	11	
isogroup10495	6	3	4	2	5	2	4	9	4	4	2	6	2	5	6	11	
isogroup10496	5	5	8	13	5	10	5	2	8	3	4	5	5	3	8	11	
isogroup10497	281	190	122	194	99	52	134	360	198	170	208	230	193	240	313	113	
isogroup10498	1	2	5	5	2	4	6	7	3	5	2	6	2	8	10	4	
isogroup10499	15	94	95	45	12	83	10	24	19	6	12	17	4	9	14	14	
isogroup105	224	381	347	287	441	224	338	325	135	155	207	295	157	368	224	280	
isogroup1050	19	15	17	10	9	6	11	7	2	9	6	10	6	7	9	16	
isogroup10500	1	4	3	2	3	1	3	3	0	0	4	2	2	6	4	4	
isogroup10501	30	36	57	14	29	1	49	59	6	15	18	43	4	45	30	26	
isogroup10502	11	31	17	28	15	18	17	26	13	18	18	28	24	28	26	14	
isogroup10503	2	3	9	4	3	0	12	21	6	7	10	17	1	15	18	9	
isogroup10504	7	13	5	11	10	16	12	4	9	8	5	9	8	14	16	3	
isogroup10505	8	19	11	10	6	4	15	13	5	11	5	8	4	10	17	6	
isogroup10506	38	28	41	32	19	20	28	43	34	51	42	57	18	35	30	26	
isogroup10507	32	32	22	19	22	10	42	40	12	18	12	28	4	44	35	41	
isogroup10508	4	5	10	8	6	6	6	6	6	1	3	1	2	6	6	2	
isogroup10509	5	24	23	20	12	19	11	19	11	8	8	6	11	11	7	13	
isogroup1051	132	200	148	218	78	162	120	224	99	93	135	145	125	232	178	145	
isogroup10510	143	145	33	98	105	124	163	172	125	130	67	40	136	151	183	117	
isogroup10511	12	22	9	10	6	25	17	23	8	14	12	26	16	28	7	13	
isogroup10512	4	13	4	9	5	8	4	22	8	13	7	7	3	6	9	4	
isogroup10513	1	7	0	0	4	2	3	4	4	2	4	2	2	3	1	2	
isogroup10514	30	28	35	34	23	16	29	57	13	11	27	31	20	43	42	28	
isogroup10515	5	2	1	2	0	2	0	2	1	0	2	1	0	1	3	1	
isogroup10516	139	170	181	265	114	149	109	171	133	117	114	140	130	177	184	144	
isogroup10517	104	89	74	147	114	112	131	161	87	80	97	104	88	98	112	83	
isogroup10518	31	39	27	52	26	18	28	55	17	30	25	30	76	85	63	84	
isogroup10519	19	114	40	65	25	161	20	23	11	11	14	23	14	16	15	9	
isogroup1052	174	173	175	236	156	118	214	243	132	114	143	163	139	232	146	180	
isogroup10520	9	17	7	12	9	10	16	17	4	4	7	11	9	29	8	25	
isogroup10521	90	68	34	85	35	36	75	142	49	59	65	83	59	120	117	66	
isogroup10522	1	6	7	6	7	3	2	4	4	4	2	1	0	4	6	2	
isogroup10523	4	3	1	3	1	3	8	5	0	3	1	3	2	3	1	0	
isogroup10524	17	14	13	11	9	9	16	25	2	5	12	14	9	27	17	16	
isogroup10525	63	83	71	71	47	53	70	125	46	45	38	87	37	111	83	72	
isogroup10526	0	0	1	0	1	1	3	0	0	0	0	1	1	0	2	1	
isogroup10527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup10528	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup10529	16	28	22	23	12	9	11	37	12	10	17	29	15	54	24	43	
isogroup1053	52	64	71	73	27	44	62	98	21	44	45	54	68	99	71	81	
isogroup10530	18	18	16	15	17	8	21	23	10	16	24	27	11	29	21	28	
isogroup10531	2	4	2	7	13	6	47	140	1	5	3	7	305	173	133	242	
isogroup10532	103	90	68	71	37	38	69	84	107	83	49	55	89	56	82	45	
isogroup10533	5	3	5	5	1	1	5	8	5	2	2	0	2	4	2	5	
isogroup10534	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	
isogroup10535	19	34	29	45	9	18	20	33	13	23	21	53	18	57	29	40	
isogroup10536	22	41	48	27	24	15	26	25	9	11	17	21	14	46	26	20	
isogroup10537	21	17	14	22	9	4	15	22	9	11	18	17	12	14	9	8	
isogroup10539	12	15	12	16	6	7	5	14	5	13	13	20	1	21	9	13	
isogroup1054	60	77	61	152	69	85	69	72	67	68	52	74	58	99	59	53	
isogroup10540	8	1	1	0	3	3	3	18	0	4	0	8	86	96	31	56	
isogroup10541	0	1	2	1	0	0	0	2	1	1	0	1	1	4	0	1	
isogroup10542	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	
isogroup10543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup10544	37	51	22	43	26	25	31	47	20	37	20	29	31	37	27	32	
isogroup10545	62	194	196	80	74	149	77	95	46	75	59	84	66	91	80	65	
isogroup10546	79	96	103	148	107	91	139	192	56	68	69	89	46	176	65	107	
isogroup10547	7	8	11	22	9	11	14	13	7	10	14	24	22	31	13	27	
isogroup10548	19	15	13	21	19	12	8	14	14	13	14	16	6	20	13	18	
isogroup10549	4	6	8	11	4	4	12	8	3	2	3	8	1	6	6	4	
isogroup1055	1428	647	587	1694	437	583	643	2083	762	430	1178	788	775	807	1324	340	
isogroup10550	15	16	8	14	3	5	9	19	14	14	18	9	4	10	15	15	
isogroup10551	4	7	22	8	4	10	4	4	2	5	2	3	3	10	8	4	
isogroup10552	2	0	0	5	3	2	8	3	4	0	2	6	3	3	3	0	
isogroup10553	0	1	0	0	0	1	4	0	1	0	1	1	1	3	1	2	
isogroup10554	4	0	0	0	0	0	3	2	1	1	0	2	1	2	1	0	
isogroup10555	80	87	79	82	71	56	116	146	40	47	65	71	46	112	103	85	
isogroup10556	9	4	16	11	1	29	15	26	31	12	11	2	36	11	20	13	
isogroup10557	9	14	11	23	11	7	18	24	4	7	10	14	5	22	18	21	
isogroup10558	3	6	5	7	6	2	1	10	0	2	0	7	1	4	7	2	
isogroup10559	2327	3016	1827	2875	1971	1509	2669	3126	2266	2699	2374	3981	2201	3676	2955	3109	
isogroup1056	26	70	31	27	25	31	42	40	20	20	24	41	22	37	27	28	
isogroup10560	3	3	6	5	1	0	2	5	1	5	1	1	0	0	4	2	
isogroup10561	5	5	1	2	3	0	2	3	8	5	2	0	1	13	2	2	
isogroup10562	19	19	24	27	32	21	31	44	12	12	8	20	14	27	21	15	
isogroup10563	1	0	0	0	2	2	3	11	0	1	0	1	47	16	33	25	
isogroup10564	464	607	436	801	491	609	677	711	550	462	428	655	396	652	730	606	
isogroup10565	0	0	1	0	1	0	2	0	0	0	1	1	0	2	0	3	
isogroup10567	9	8	4	7	5	5	8	10	2	1	5	11	5	11	8	7	
isogroup10568	75	68	32	108	29	50	51	117	44	64	187	90	76	63	115	46	
isogroup10569	2	2	1	2	2	4	7	2	1	3	2	2	1	5	3	2	
isogroup1057	215	281	247	409	202	240	227	350	204	219	257	270	238	289	275	222	
isogroup10570	0	0	2	0	1	0	1	0	0	0	2	1	0	1	0	1	
isogroup10571	0	3	1	0	0	4	4	8	1	1	5	2	0	1	2	0	
isogroup10572	23	34	19	52	11	34	19	29	29	25	16	28	21	38	28	38	
isogroup10573	0	1	2	3	0	1	0	2	0	1	0	0	1	0	0	1	
isogroup10574	21	20	11	10	8	8	22	23	14	3	11	17	8	21	15	16	
isogroup10575	1	0	1	4	5	3	3	1	0	1	0	4	3	2	6	3	
isogroup10576	9	9	11	15	7	8	8	14	6	8	2	6	9	12	7	13	
isogroup10577	15	21	11	20	7	13	9	31	9	12	6	13	15	29	23	30	
isogroup10578	30	21	23	35	12	13	30	34	15	21	20	35	35	38	35	19	
isogroup10579	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	
isogroup1058	18	23	18	31	24	24	33	44	13	15	23	17	6	29	21	16	
isogroup10580	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup10581	0	2	1	1	7	1	7	3	2	1	0	1	0	1	4	2	
isogroup10582	0	1	0	0	0	0	1	1	0	1	1	2	0	0	0	1	
isogroup10583	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	2	
isogroup10584	12	12	6	16	8	3	11	19	4	9	6	10	2	14	11	17	
isogroup10585	1068	801	798	1441	880	518	739	1334	907	712	1160	1249	859	986	1275	824	
isogroup10586	3	7	5	1	2	3	3	9	1	1	2	3	1	3	1	4	
isogroup10587	2	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	
isogroup10588	16	6	20	20	3	5	12	17	6	4	15	16	7	14	7	14	
isogroup10589	11	19	16	30	13	15	20	24	11	12	15	8	13	24	8	19	
isogroup1059	1534	1456	1023	1895	876	1002	1268	1668	1493	1094	1293	1242	1089	1153	1796	1212	
isogroup10590	66	67	51	63	37	30	59	101	56	55	77	84	94	82	79	57	
isogroup10591	12	14	12	13	7	10	15	17	6	7	8	15	11	36	18	29	
isogroup10592	3	5	5	4	4	4	1	1	2	0	4	1	1	4	3	2	
isogroup10593	22	36	34	29	24	18	36	33	15	19	23	37	13	33	26	27	
isogroup10595	37	65	47	59	27	38	43	73	29	27	21	43	49	84	55	66	
isogroup10597	1	2	3	2	2	2	9	4	1	3	3	5	1	5	6	1	
isogroup10598	12	20	16	24	13	14	24	34	6	13	11	8	6	18	17	13	
isogroup10599	35	50	36	134	21	51	43	75	36	36	35	31	48	40	68	42	
